order_id,order_date,customer_id,region,category,product,quantity,unit_price,unit_cost,discount_pct,revenue,cost,profit,profit_margin
ORD-00541,2025-12-14,CUST-0069,South,Fitness,Resistance Bands,1,24.99,8.0,0.15,21.24,8.0,13.24,0.6234
ORD-00137,2025-12-14,CUST-0005,West,Beauty,Body Care Set,1,29.99,11.0,0.0,29.99,11.0,18.99,0.6332
ORD-00468,2025-12-15,CUST-0017,West,Home,Desk Lamp,1,34.99,16.0,0.05,33.24,16.0,17.24,0.5187
ORD-00503,2025-12-15,CUST-0029,South,Electronics,Bluetooth Speaker,3,59.99,31.0,0.0,179.97,93.0,86.97,0.4832
ORD-00219,2025-12-16,CUST-0207,South,Home,Storage Basket,1,24.99,10.0,0.1,22.49,10.0,12.49,0.5554
ORD-00386,2025-12-17,CUST-0063,South,Fitness,Water Bottle,1,19.99,6.5,0.0,19.99,6.5,13.49,0.6748
ORD-00420,2025-12-17,CUST-0029,South,Beauty,Makeup Organizer,1,24.99,9.0,0.0,24.99,9.0,15.99,0.6399
ORD-00265,2025-12-18,CUST-0101,Midwest,Beauty,Makeup Organizer,2,24.99,9.0,0.1,44.98,18.0,26.98,0.5998
ORD-00023,2025-12-18,CUST-0053,South,Electronics,Smart Watch,3,129.99,78.0,0.0,389.97,234.0,155.97,0.4
ORD-00361,2025-12-20,CUST-0151,West,Home,Storage Basket,1,24.99,10.0,0.0,24.99,10.0,14.99,0.5998
ORD-00585,2025-12-20,CUST-0094,Midwest,Electronics,Wireless Headphones,2,79.99,42.0,0.0,159.98,84.0,75.98,0.4749
ORD-00006,2025-12-21,CUST-0050,West,Electronics,Portable Charger,2,39.99,18.0,0.0,79.98,36.0,43.98,0.5499
ORD-00297,2025-12-21,CUST-0118,South,Beauty,Hair Tool,1,69.99,31.0,0.05,66.49,31.0,35.49,0.5338
ORD-00414,2025-12-23,CUST-0094,West,Fitness,Foam Roller,3,29.99,12.0,0.05,85.47,36.0,49.47,0.5788
ORD-00603,2025-12-23,CUST-0010,South,Fitness,Foam Roller,5,29.99,12.0,0.05,142.45,60.0,82.45,0.5788
ORD-00032,2025-12-23,CUST-0022,West,Beauty,Makeup Organizer,3,24.99,9.0,0.05,71.22,27.0,44.22,0.6209
ORD-00370,2025-12-23,CUST-0139,South,Fitness,Foam Roller,2,29.99,12.0,0.0,59.98,24.0,35.98,0.5999
ORD-00599,2025-12-24,CUST-0140,West,Beauty,Body Care Set,1,29.99,11.0,0.1,26.99,11.0,15.99,0.5925
ORD-00431,2025-12-25,CUST-0120,Northeast,Home,Storage Basket,1,24.99,10.0,0.0,24.99,10.0,14.99,0.5998
ORD-00614,2025-12-25,CUST-0011,South,Fitness,Water Bottle,2,19.99,6.5,0.15,33.98,13.0,20.98,0.6175
ORD-00623,2025-12-26,CUST-0138,West,Electronics,Bluetooth Speaker,1,59.99,31.0,0.1,53.99,31.0,22.99,0.4258
ORD-00235,2025-12-26,CUST-0085,West,Home,Throw Blanket,2,44.99,20.0,0.0,89.98,40.0,49.98,0.5555
ORD-00101,2025-12-27,CUST-0049,South,Electronics,Portable Charger,1,39.99,18.0,0.0,39.99,18.0,21.99,0.5499
ORD-00544,2025-12-27,CUST-0083,South,Beauty,Makeup Organizer,1,24.99,9.0,0.0,24.99,9.0,15.99,0.6399
ORD-00024,2025-12-28,CUST-0018,West,Fitness,Foam Roller,3,29.99,12.0,0.0,89.97,36.0,53.97,0.5999
ORD-00233,2025-12-29,CUST-0185,Northeast,Fitness,Yoga Mat,2,34.99,14.0,0.2,55.98,28.0,27.98,0.4999
ORD-00143,2025-12-29,CUST-0026,South,Electronics,Bluetooth Speaker,4,59.99,31.0,0.15,203.97,124.0,79.97,0.3921
ORD-00405,2025-12-29,CUST-0187,West,Electronics,Smart Watch,4,129.99,78.0,0.1,467.96,312.0,155.96,0.3333
ORD-00528,2025-12-31,CUST-0003,West,Fitness,Resistance Bands,1,24.99,8.0,0.0,24.99,8.0,16.99,0.6799
ORD-00447,2025-12-31,CUST-0038,,Fitness,Resistance Bands,2,24.99,8.0,0.05,47.48,16.0,31.48,0.663
ORD-00320,2025-12-31,CUST-0042,South,Electronics,Smart Watch,1,129.99,78.0,0.05,123.49,78.0,45.49,0.3684
